Animation -> 13,Thriller -> 5,War -> 0,Horror -> 24,Documentary -> 16,Biography -> 3,Comedy -> 19,Western -> 2,Fantasy -> 21,Romance -> 25,Family -> 1,Drama -> 20,Short -> 15,Sport -> 14,History -> 22,Film-Noir -> 7,Reality-TV -> 4,Music -> 8,Mystery -> 9,Musical -> 23,Sci-Fi -> 11,Game-Show -> 18,Adventure -> 10,Crime -> 17,Action -> 12,News -> 6
aaron hill,9,5,20
jonathan sadowski,12,9,5,24,10,11
jeremy irvine,0,20,3,25
mark hengst,20,23
matt ross,19,21,11
tina louise,19,25,8
julie engelbrecht,19
robert duvall,0,9,1,2,17,10,25,11,12,19,5,20,21,14
ben gazzara,0,12,9,5,20,22
sanjay mishra,1,19,13,25
kevin chamberlin,12,9,19,5,20,17,10,8
steve earle,16
marie gillain,20,3
edgar buchanan,1,10,25
aidan mcardle,20
simon baron-cohen,16
fisher stevens,9,1,17,10,25,11,12,19,5,20,21,22,14,8
andrew wilson,19,20,17
justin gordon,9,20,24
romain duris,19,20,22
juan riedinger,5,20,11
cheyenne haynes,20
brandon t. jackson,12,1,19,20,17,21,10,25,8
gloria grahame,1,20,25
ken howard,12,9,1,5,20,17,22,14,23
yuki matsuzaki,0,20,22
jonathon trent,5,20,17
chris penn,12,9,19,5,2,17,20,25,8
christina hart,19,20
kim de angelo,12,19,20,10,11,8
mario lopez,19,8
ray walston,1,19,2,17,20,25,11,23
wagner moura,12,9,5,20,17,10
bárbara mori,12,5,20,25
noah emmerich,0,9,2,17,3,10,25,11,12,19,5,20,22,14
lorelei linklater,20
ty parker,20
emily baldoni,19,25
steven berkoff,0,12,5,20,10,22
michael bolten,1,20
molly dunsworth,12,19,5
peter appel,19,17
gloria foster,12,20,25,11
nick stahl,0,12,20,17,3,11
christine taylor,19,5,20,24,21,25
hudson leick,12,19,5,20,10
matthew emerick,19,25,8
gustav fröhlich,20,11
scoot mcnairy,12,9,1,19,5,20,3,21,10,25,22,14,11
lumi cavazos,19,20,17
dave foley,1,19,25
antonio arrué,19,20
zach grenier,12,9,19,5,20,17,24,25,11
adrian lester,19,20
adrienne barbeau,12,19,24,21,11
james lafferty,9,24
honglei sun,0,19,20,3,10,22
kate harbour,1,19,13
kim delaney,5,10,11
steve bacic,5,24
william atherton,19,5,20,17
cameron monaghan,19,20,21,25
bex taylor-klaus,9,5,20,17,24
emily watson,0,12,19,5,20,17,3,25,11
kris marshall,19,20,3,25
drake bell,12,19,13,5,20,10,25,11,8
mark margolis,0,12,9,19,5,20,17,24,21,25,14,11
fiona dourif,24
jacob latimore,12,9,5,11
marian seldes,19,20,8
azura skye,19,20,17,25
richard gant,12,5,20,17
bebe neuwirth,1,19,20,21,10,25,23
stellan skarsgård,20
rila fukushima,12,5,10,11
steve howey,12,19,20,24,10,25,14
ahmet ertegun,16,14
robert j. wilke,1,20,21,10,11
robert stadlober,19,20,25,14
sarah clarke,20
eddie cibrian,19,5,20,24,10,25
anna katarina,12,14,11
lorna raver,12,5,17
shawn hatosy,19,20,17,21,25
aunjanue ellis,9,19,5,20,17,3,25,8
rachel ticotin,12,11
enrico colantoni,9,19,20,17,24,10,25,11
ethan peck,5,20
dustin ingram,24
derek jacobi,0,12,1,5,20,3,21,10,25,22,11
lucille ball,1,19
lexie contursi,16,8
raquel alessi,19,25
wray crawford,19,24
don pardo,19
lena dunham,19,20,24,25
ritchie coster,12,19,11
saeed jaffrey,19,20,25
caitlin stasey,12,5,21,11
mia wasikowska,19,5,20
darren shahlavi,12,5,24,11
jon polito,12,5,20,17,3,21,10,25
rian bishop,19,25,14
sachiko ishida,19,20,25
zhanna friske,5,21
mike 'the miz' mizanin,12,5
maría aura,19,20,10,25
kristian bruun,20,11,23
chris miller,1,19,13,21,10
clive revill,12,19,13,21,10
catherine deneuve,0,12,19,13,20,17,3,10,25,23
frank langella,12,9,1,19,13,5,20,17,3,21,10,25,11
patti lupone,1,19,20
blanchard ryan,5,20,24,3,10
olgierd lukaszewicz,20
christopher abbott,9,5,20
bill hunter,12,19,17,10
ryan mcdonald,20
john desantis,11
cree kelly,12,19,5,20
david alan basche,5,20,22
polly walker,12,5,10,11
sara stepnicka,20,17
shazahn padamsee,19,20
garry cooper,19,20,25
alice braga,12,5,20,17,24,10,14,11
vince vieluf,19,17,10
cyril raffaelli,12,5,17,10
sidney james,20,25
amanda redman,5,17
william devane,12,19,5,20,17,10
sabrina carmichael,24
thomas stroppel,5,20,11
brian austin green,19,5,25
justin theroux,12,19,20,17,10,25,14
george coulouris,1,20
teri polo,0,9,19,5,20,17,24,21,10,25
gabrielle carteris,5,20,17
peter ustinov,12,20,3,10,25,22,11
vince mcmahon,16,3,14
michael mcelhatton,12,19,5,20,17,25
sheridan smith,19,20
jessika van,9,5,20,21
justin rice,19,20
diora baird,19,24
raphael sbarge,20,25
john de lancie,19,5,20,17,24,21,25,11
jennifer garner,0,9,1,17,3,25,12,19,5,20,21,22,14,8
bill allen,12,20,14
michael mckean,12,19,5,20,17,3,21,10,25,11,8
charlie talbert,19,20,3,22
romany malco,12,19,20,25,14,11
carrie bradstreet,1
sid caesar,12,19,17,10,25,23
lesley ann warren,9,19,5,20,17,25
darshan jariwala,20,3,22
kate capshaw,12,5,17,10
todd field,20,25
tyrone giordano,19,20,25
shane brolly,12,5,21
jean-claude lecas,9,5,20,17
heather locklear,12,1,19,13,5,20,17,24,21,10,11,8
rose marie,9,5,24
jessica lowndes,12,5,20,24
hugh mun,12,5,20,11
jeremy brett,1,20,25,23
rob campbell,5,20,17
dorian missick,12,9,1,19,5,20,17,24,25,11,23
john patrick amedori,19,20,14
trevor blumas,1,19,20,14
kodi smit-mcphee,12,9,1,19,13,2,20,24,21,10,11
holly valance,12,5,10
hervé villechaize,12,5,10
adam arkin,9,19,20,17,3,25
yuria nara,1,13,21,10
sihung lung,12,20,25
antonio de la torre,9,19,20,17
julian morris,9,5,20,17,24
james mccaffrey,5,20,17,3
kali rocha,19,20,25
gitte witt,20
charlotte le bon,19,20
veronika dash,20,3,8
traci dinwiddie,15,25
alexis arquette,19,24,21,25
michael o'neill,12,9,1,19,5,20,17,24,10,22,14,11
sissy petropoulou,5,20
adriane lenox,20,25
verne troyer,12,9,1,19,17,21,10,25,14
ewen bremner,0,12,19,5,20,21,10,25,22,11
enzo petito,2
alex lawther,1,20,25
daniel bernhardt,12,11
jim byrnes,20
jean simmons,12,1,13,20,21,10,25,22,11
j.d. evermore,12,5,20,24,10,25,11
elizabeth montgomery,1,19,21
lawrence gilliard jr.,19,20,17,21,25
magda szubanski,19,20,23
kyra nichols,1,21,8
stephen graham,9,1,17,3,10,25,11,12,19,5,20,21,22,14,8
alex jennings,0,20,3,10,25
michael papajohn,19,5,20,17,11
waris ahluwalia,20,25
don stark,12,1,19
angelo tsarouchas,19,21
ed lauter,9,19,5,20,25,14
melonie diaz,19,20,3,25
hal holbrook,0,1,17,24,3,10,25,11,12,19,13,5,20,21,22,23
david lee smith,20,25,11
michael paré,12,5,17,24,21,10
corbin allred,0,12,20,10
ayelet zurer,0,9,5,20,10,22
george harrison,19,23
janette armand,19,24,11
john glover,12
steven brill,20
steve burg,0,19,16
darcy donavan,19
molly parker,19,20,25,14
ella wahlestedt,1,10,11
willie nelson,19,17
najarra townsend,19,20
salma hayek,9,1,2,17,24,3,10,25,11,12,19,13,5,20,21,14,8
jemma curran,19,24
patrick macnee,12,5,24,10
frank mchugh,25,23
vicky krieps,12,5,20
tetsu watanabe,20
kassie wesley depaiva,19,5,24,21
atticus shaffer,9,1,19,13,5,20,24,21,11
james tumminia,12,5,24,11
paddy considine,19,5,20,17,3,25,14
devin ratray,12,1,19,5,20,17,10,25,11
a. michael baldwin,12,5,24,21,11
damian walshe-howling,5,24
ian somerhalder,19,5,20,24,25,11
jorge garcia,1,19
toby stephens,0,12,19,5,20,24,10
isiah thomas,16,20,14
jennifer freeman,20,8
conrad vernon,1,19,13,21,10,25
dorothy lyman,20,25
gil bellows,5,20,24
nawazuddin siddiqui,20,25
claudia ferri,19,20
ronald reagan,16,17,6
matty rich,20,17
déborah révy,20
hiroshi abe,12,5,20,10,11
vincent kartheiser,1,20,21
marcia wallace,19,13,10
mimi rogers,19,20,25
charles baker,5,24
judd hirsch,12,19,20,17,3,10,11
joanna 'jojo' levesque,1,19,21,25
charles martin smith,5,20,17
hayley lovitt,20,25
shelly varod,12,5,21,10
luenell,19
matthew broderick,0,12,1,19,13,5,20,17,21,10,22,11,23
ayla kell,12,5,21,10,11
spencer breslin,1,19,13,20,21,10,25
quinton aaron,12,9,19,5,20,3,21,14
cliff edwards,1,13,21,23
rory cochrane,0,9,13,5,20,24,11
jason patric,12,9,19,5,20,17,24,21,25
jason marsden,19,20,10
jennifer ehle,12,5,20,17,3,25,22,11
marques houston,20,8
dean stockwell,0,12,19,5,20,17,10,25
rodney dangerfield,19,14
josé ferrer,0,12,20,3,10,22,11
zhengyong zhang,12,20,10,25
bruce willis,0,9,1,17,24,10,25,11,12,19,13,5,20,21
sendhil ramamurthy,19,5,20,24,21,25,11
christian bale,0,9,1,2,17,3,10,25,11,12,19,13,5,20,21,22,14,8,23
guillaume denaiffe,16
roger rees,12,9,1,19,13,5,20,17,3,21,10,25,11
lina esco,19,20,25
taika waititi,12,10,11
johnny flynn,19
shaun evans,19,20,25
françois damiens,19,20,8
rachel ann mullins,12,5,20,17
tulku jamyang kunga tenzin,0,20,3,22
debi mazar,12,19,5,20,17,3,21,10,11,8
carole bouquet,12,19,5,20,17
susan clark,19
christopher cousins,9,5,20,25
cinda mccain,20,8
amelia warner,20,3
tika sumpter,12,19,20,17,3,25,8
nick principe,5,11
lee arenberg,12,21,10
eric mabius,19,20,25
colin firth,0,9,1,17,3,10,25,12,19,13,5,20,21,22,23
amy irving,20,25,23
jessica simpson,12,19,10,25
joe estevez,19
rowan isaacson,16
scott reeves,24,10
miguel a. núñez jr.,9,19,10
dylan walsh,12,9,1,20,3,21,10,25,22,14,11
frank gerrish,9,19,20,17
andrea frankle,5,24
vanna bonta,12,21,10
charles king,25,23
olivia newton-john,25,23
isaac hempstead wright,1,19,13,5,24,21,10
indira varma,9,19,5,20,17,25,22,23
lynn hung,12,20,3,22
amy sedaris,12,1,19,13,20,24,21,10,25,11
colleen haskell,19,11
daniella alonso,12,19,20,17,24
blake ritson,19,20,25
jason statham,12,19,5,20,17,24,21,10,25,14,11
rhonda fleming,9,5,7,25
christian anderson,2
iulia ciochina,20
fernanda andrade,24
barbara kowalcyk,16
john simm,19,8
walter long,0,20,22
emilia fox,0,20,3
brian dennehy,12,1,19,13,5,20,17,21,10,25,14
tracy spiridakos,12,20,10,11
dick york,1,19,21
sebastian koch,0,5,20,17,3
ane dahl torp,19,24
jessica mcnamee,5,24
adriano giannini,1,19,13,20,21,10,25
conrad coates,20
joanna cassidy,19,20,25
nicki aycox,9,5,20,24,11
sarah lind,20,21,25
delphine chanéac,20,24,11
roschdy zem,19,5,20,17,25
julia taylor ross,9,5,20,24
hutch dano,1,19,21,10
perrey reeves,19,25,8
hulk hogan,12,19
anne hathaway,12,1,19,13,20,17,3,21,10,25,11,8,23
ken davitian,19
olivia wilde,12,9,19,5,20,17,24,3,21,10,25,14,11
richard howland,12,19,5,17
matt hunter,16
bobby lee,19,10,11
ralph brown,5,21,10
william morgan sheppard,0,1,19,2,20,21,25,22
william baldwin,19,20
louise bourgoin,1,19
david richmond-peck,20,17,25
meat loaf,12,9,19,5,20,17,24,21,10
kevin nealon,12,1,19,5,20,17,21,25,14,11
george brent,19,25,23
christina cox,12,5,10,11
danny aiello,1,13,20,17,25
amy ryan,5,20,17,3,22
samantha morton,12,19,5,20,3,10,25,11,8
bolo yeung,12,20,17,3,14
ching wan lau,12,20
isabelle nanty,19,21,25,11
lou perryman,19,24
bergüzar korel,12,10
brian dorton,24
rosalind chao,20,21,25
joie lee,19,25
jack mcgee,19,20,3,25,14
jesuíta barbosa,20
craig roberts,12,9,19,5,20,17,24,25
ed speleers,12,1,5,17,21,10
jesse hutch,12,20
ricardo darín,9,5,20,17
allison tolman,9,19,5,24,21
lee tergesen,12,5,24
tracy middendorf,9,5,24,21
jennifer hall,19,5,20,17,3,25
kasia smutniak,12,5
david a.r. white,12,20,17
jessy schram,19,25
christopher simpson,20
rita maiden,20
françois cluzet,0,19,13,5,20,17,21,10,25,8
marley shelton,12,9,19,5,20,24,21,10,25,14,11
andrew simpson,5,20,17,25
paul fix,20,10,25
mélanie doutey,20
ki hong lee,12,9,5,11
ward g. smith,12,5,24
bessie love,25,23
bobbie phillips,20
christopher toler,16,8
spring byington,0,12,1,20,21,10,25
juhi chawla,19,20
matt berry,9,20,11
emily osment,12,1,19,20,10,25,11,8
natalie portman,0,12,19,5,2,20,3,21,10,25,22,11
dianne wiest,19,20,17,24,21,25,8
connor paolo,20,24,25,11
michael palin,1,19,13,21,10,11
valentine,25
gretchen mol,9,19,5,2,17,20,3,10,11
sherman hemsley,19,17
dominique mcelligott,12,19,2,10,25
lesley manville,1,19,20,3,22,8,23
gabriel beristain,19,24,10
pablo rago,1,13,10,14
michel simon,0,5
lee j. cobb,20,17,24
shelley conn,19,20,25
james wilcox,12,19,5,17
peter kwong,12,19,21,10
alain delon,1,19,21,10
seamus davey-fitzpatrick,20,25
angus barnett,20,3,8
zuhair haddad,12,5,25
vanilla ice,12,19,21,10,11
hoke howell,24,11
olaf lubaszenko,20
amber benson,19,25
jackson nicoll,19,10
bruce kerr,24,11
jacqueline lovell,13
alfre woodard,9,1,16,17,24,3,10,25,11,12,19,13,5,20,21,14,8,23
amy madigan,20,3,25
ahmed best,9,19,5,20,17,24
shauna macdonald,5,24,10
john jarratt,5,20,24
rosa salazar,12,5,11
alex rocco,12,9,1,19,5,20,17,24,3,21,25,8,23
stig frode henriksen,19,24
edward andrews,20
omar sy,12,19,5,20,17,10,11
claire bloom,20,25,11
myanna buring,12,19,5,17,24,21,10
helen hayes,0,20,25
richard linklater,19,20
elea oberon,15,25
akira terao,20
megan follows,1,20
maia morgenstern,20
kevin brown,19,20,25
christian alvarez,20,17
dean andrews,20,25
roy scheider,12,19,5,20,17,24,10,8,23
kathleen wilhoite,9,19,5,20,17,24
ritchie montgomery,20,25
lindsay sloane,19,17,14
leighton meester,1,19,5,20,17,24,10,25,8
fanny ardant,20,3,22
denholm elliott,19,20,10,25
edward fox,0,12,19,20
lois smith,19,5,20,17,25
richard beymer,0,12,5,20,17,25,22,23
anika noni rose,1,19,13,20,21,25,8,23
jonathan brandis,19,20,25
kirsten dunst,9,1,17,24,3,10,25,11,12,19,13,5,20,21,22,14,23
benjamin a. onyango,20
ned bellamy,12,19,5,20,17,24,11
greg grunberg,12,19,5,20,17,24,21,11
david lyons,12,5,20,10,25,11
conrad kemp,5,20,17
john howard,9,5,20,17
luis sanchez,12
vernon dobtcheff,0,9,19,5,20,24,25,23
iddo goldberg,19,20,25,14
cassandra scerbo,24
pruitt taylor vince,9,19,5,20,17,3,21,25
mary-kate olsen,1,19,20,17,21,25
emma lung,9,5,21
hayley mcfarland,9,5,24
michael jeter,0,9,1,2,17,10,25,11,12,19,5,20,21,14
yasuaki kurata,12,5,20,17
luis miranda,19,20
cas anvar,9,5,20,24,22,11
rosemarie dewitt,12,19,20,3,25,14,11
adam butcher,19,20,14
marlee matlin,9,19,16,20,21,11
kirsten collins,20
beatrice ntuba,16
mark chinnery,12,20,24,10,11
georgina chapman,12,19,10
isiah whitlock jr.,1,21,10
elaine stritch,1,19,13,20,21,10,25
jack nance,24,21,11
lindsay duncan,19,20,21,25
sophie rois,19,20,25
rip torn,9,1,17,3,10,25,11,12,19,13,5,20,21,22,8
sarain boylan,12,19,5,17
timothy patrick quill,19,21
fred williamson,19,17
joe lo truglio,1,19,13,20,10,25,14,11
henry rollins,12,19,5,17,24,11
debi derryberry,12,1,19,13,5,20,21,10
lunetta savino,19,20,25
zackary steven graham,16
megyn price,19,25
cole hauser,0,12,19,5,20,17,24,10,11
gabriel bateman,9,24
jeremy w. auman,0,2,20,25
alexander wraith,12,5
larry miller,12,9,1,19,13,20,17,21,10,25,11
james cagney,16,3,8
richard burton,0,12,20,24,3,25,22
lyndie greenwood,9,5,20,21,10
deforest kelley,16
dirk benedict,12,17,10
linda lovelace,16,3,22
gabriel damon,1,13,10
franky g,9,1,5,20,17
gbenga akinnagbe,19,20
michael joiner,20
angel david,19,20
noah segan,5,24
doug bradley,19,5,17,24
troy garity,5,10,11
marc macaulay,9,5,20,17,24
augustus prew,12,19,20,17,21,25
richard graham,19,20,17
erin gray,5,24,21
charis michelsen,19,13,20,21,11
rock hudson,0,19,20,25,23
katharine isabelle,12,9,5,20,17,24,11
steve pemberton,1,19
curtiss cook,9,19,5,20,17
tom hulce,12,5,20,3,10,22,11,8
morgan freeman,0,9,1,16,2,17,24,3,10,25,11,12,19,13,5,20,21,22,14
j. smith-cameron,12,5,17
gedde watanabe,1,19,20,25
collins pennie,9,24
griffin dunne,1,19,20,25
sana saeed,5,20
max riemelt,5,20
klaus maria brandauer,12,5,20,10
tom cruise,0,9,1,17,24,3,10,25,11,12,19,5,20,21,22,14
david gallagher,5,20,21,25,11
steven van zandt,19,20,17
hakeem kae-kazim,0,9,5,20,22,11
annabelle wallis,9,24,25
matthew walker,0,20
caitlyn jenner,19,3,23
chen chang,12,20,25
annette badland,19,20,25,14,8
victor wong,0,12,9,1,19,20,17,3,21,10,25,22
charles irving beale,1,20
danny nucci,5,20,3,10
cindy williams,9,5,20
jake gyllenhaal,0,12,9,19,5,20,17,21,10,25,22,14,11
jean marsh,9,1,5,24,21,10
trevor morgan,12,9,1,5,20,17,10,11
mark gatiss,9,1,19,13,5,20,17,25,11
susan gardner,9,5
trieu tran,5,20
robin sachs,19,10,11
kelly clarkson,19,25,23
enrique murciano,20,25
mia barron,9,5,20,24
aaliyah,12,5,20,17,24,21
allison dean,20,25
cecelia antoinette,19,24,21
mike o'malley,1,19,10,25,11
simon mcburney,12,5,20,3,25,22
brian geraghty,0,12,5,20,24,22,14
huell howser,1,19,13,10,23
gary daniels,1,23
will geer,20,17,3,22
alex kendrick,1,19,20,21,10,14
zheng xu,12,19,17,10
miranda otto,0,12,9,5,2,20,24,21,10,11
revathy,25
burgess meredith,1,19,20,10,14
anil kumar,19,20,25
ken leung,19,20
amir farrokh hashemian,1,20
toni servillo,20
eva amurri martino,9,19,5,20
gideon emery,5,24
jeff dowd,16,3
seth ackerman,16
robert costanzo,19,25
christopher lambert,12,19,5,20,17,21,10,25,11
anna gunn,12,5,17,24
fabio testi,20,17,10
olympia dukakis,5,20,17,3,8
beth grant,19,20,24,3,21,25,8
joshua leonard,24
richard libertini,20,25
brian anthony wilson,12,20,10,11
demetrius grosse,20
eartha kitt,1,19,13,20,21,10,25
david hoffman,1,13
phil collins,1,13,10,23
braeden lemasters,19
bill melendez,1,19,13,10
marilyn rising,19
william butler,24
jennifer westfeldt,19,20,25
tom hollander,12,9,5,20,17,21,25,22
matthew alan,24
diane ladd,20,25
james nesbitt,0,9,19,5,20,17,21,10,25,22
keri lynn pratt,19,20,25
adolphe menjou,0,20,25
aaron ashmore,9,1,5,20,17,8
kathleen munroe,24
jud tylor,19,20,3,22
jason kravits,16
neeru bajwa,25
ed quinn,12,24
stephanie march,12,19,5,17,25
alan autry,9,20,17
george voskovec,20,21,25
jon mack,19,20
walter hendrix iii,5,24,11
shaun o'hagan,2,20,10
ione skye,19,20,17,25,14
woo-sung jung,12,19,2,10
mews small,19,11
carol sutton,5,20,17,25
vanessa ferlito,12,19,20,17,3,25
josh charles,9,1,17,24,3,10,25,11,12,19,5,20,21,8
jeannetta arnette,20,17,3,25
ian tracey,20
jessica mauboy,19,20,23
michael gross,19,24,11
bob balaban,0,9,19,13,5,20,21,10,25,11,8
ashley hinshaw,5,20,11
vanessa marshall,5,24,11
kevin peter hall,12,24,11
arliss howard,20,21,25,11
aziz muradillayev,12,20,3,22
lionel abelanski,19
vanessa williams,12,9,1,19,5,2,17,20,21,10,25,8,23
conleth hill,19,25
cathryn de prume,19,20,25
patrick renna,20,17,25
long nguyen,20
robin lord taylor,20,25,11
kevin sussman,1,19,13,20,10,25,11
kirk cameron,20,25
michael wright,9,5,17
david thewlis,19,13,20,25
adel karam,19,20,25
connie ray,1,19,20,14
hayley atwell,12,1,19,20,17,3,21,10,25,22,11
katherine helmond,9,5,24,21
james shigeta,5,20,17
damon wayans jr.,12,1,19,13,20,10,25,11,8
glenn shadix,19,21
robin givens,20
raul julia,12,19,5,21,10
toby jones,12,9,1,5,20,17,24,3,21,10,25,22,11
mani bharathi,20,3,22
danny strong,19,25
oliver cooper,19,17
chris marquette,12,9,19,5,20,17,25
judy greer,0,9,1,17,24,10,25,11,12,19,5,20,21,14,8
bob ross,19
amy hill,19,17
brendon small,19,13,20
bob newhart,0,19,20
aimee garcia,12,19,5,20,17,24,21,25,8,23
john gallagher jr.,9,5,20,24,11
mackenzie phillips,19,20,8
kevin pollak,12,9,1,19,5,20,17,24,3,21,25,14
wood harris,12,20,25,11
nikola djuricko,0,20,25
roger jackson,9,24
sarah lancashire,20,17
michael rady,1,19,20,25
flavio parenti,20,25
cindymarie small,19,24,23
juliane köhler,20,3
elizabeth mcgovern,12,19,20,3,25,22
tiago riani,20,25
katie lowes,5,20,17
audrey fleurot,19,21,25
oaklee pendergast,5,20
o.j. simpson,19,17
celia imrie,12,19,20,21,10,25
jim henson,1,19,10,23
robert amaya,20
hunter parrish,1,19,5,20,17,3,21,25
dalia hernández,12,5,20,10
dov tiefenbach,5,24
magi avila,5,20
amy brenneman,12,5,20,10
michael parks,12,19,5,20,17,24
venida evans,20,25,11
christie burke,12,9,5,24
martin dew,9,19,20,17,25
charles aidman,24
priscilla presley,19,17
valerie tian,20,21,25
hugh m. hefner,19,16,3,25,22
kate dollenmayer,19,20
bree turner,19,25
wendi mclendon-covey,19,17,21,25
claudia christian,12,5,17
ato essandoh,12,19,5,2,20,25
ken bevel,20,25
stephen mchattie,12,9,19,2,20,24,3,21,25,14,11
moises arias,12,1,19,20,10,25,22,14,11,8
philip baker hall,12,1,19,5,20,17,24,21,25
ally walker,19,17,25
danielle darrieux,0,13,20,3
andy lau,0,12,19,5,20,17,10,25,22
charlie cox,12,5,20,17,10,11
bruce payne,12,5,17,21,10
chelcie ross,19,5,20,17
belén rueda,9,5,20,3,25
russell hodgkinson,19,24,11
moritz bleibtreu,12,19,5,20,17,3,22
ted raimi,9,19,5,24,21
sebastian aguilar,5,20
carroll o'connor,9,5,20,17
martijn lakemeier,0,20,22
pablo sevilla,12,1,13,21,10
windell middlebrooks,19,25
eva boehnke,5,20,24
ruby jerins,20,25
hugh keays-byrne,12,5,10,11
joanne whalley,12,9,19,5,20,17,24,21
david jason,9,20,17
emilia clarke,12,20,10,25,11
joe ochman,1,19,13,21,10
jennifer ulrich,5,20
dagmara dominczyk,19,20,17,25,8
alison doody,12,5,21,10
paul elia,19,24
telly savalas,12,5,10
sergi lópez,0,5,20,17,21
tucker albrizzi,16,20
milo o'shea,19,21,10,11
chloe rose,20,11,23
aaron yoo,9,19,5,20,24,25,8
sarah gadon,0,12,9,1,19,13,5,20,24,3,21,10,11
giancarlo giannini,12,5,20,17,24,10
ty burrell,12,1,19,13,5,20,17,24,3,10,25,11,23
gary cooper,0,5,2,20,25
david oyelowo,0,12,9,5,20,17,24,3,10,22,11
martin landau,9,1,17,24,3,10,25,11,12,19,13,5,20,21,22,14,23
wilbur 'hi-fi' white,20,17,14
rob mcelhenney,19,20,25
thomas kretschmann,0,9,1,17,24,3,10,25,11,12,19,13,5,20,22,14
ramon rodriguez,12,5,20,17,10,25,11
jonathan tucker,20,24,25
andrea savage,19
garcelle beauvais,12,19,5,17,10
amidou,5,20,10
sandrine holt,12,5,20,17,24,21,10,25,22,11
aaron stanford,12,19,5,20,17,21,10,25,11
kate burton,12,19,5,20,3,21,10
ranin karim,20,17
tippi hedren,5,24,10
brett cullen,9,1,19,5,20,24,10,25
evelyn jefferson,16,17
christopher webster,19,20,25
ronny dayag,0,16,13,20,3,22
mikki padilla,19,16,3
janine turner,12,5,10
jan hooks,1,19,20
christian keyes,19,20
scarlett johansson,9,1,2,17,24,3,10,25,11,12,19,13,5,20,21,22
stephen carr,20,17
james doohan,16
la'princess jackson,19,16
daniel auteuil,20,25
dwight schultz,12,17,10
domenick lombardozzi,19,20,25
david warbeck,24
jake sandvig,19
pfeifer brown,5,24
annie parisse,12,9,1,19,20,10,25
spencer tracy,0,12,19,2,17,20,21,10,25
cch pounder,12,9,5,17,24,21,10,25,11
sylvia syms,20,3
rab affleck,0,20,3,10,22
robert urich,12,19,10,25,11
maría alche,20
gus van sant,5,20
keith carradine,2,20
michelle forbes,12,5,10,11
james fleet,19,20,25
shawn doyle,12,9,5,17
william petersen,12,5,20,17
leticia brédice,5,20,17
danny dyer,12,19,5,20,24,14,8
vince corazza,19,24,21,25
john beck,19,11
clarence williams iii,12,9,1,19,5,20,17,24,21,10,25
charlie yeung,12,5,20,17
steve railsback,12,5,24,11
rie rasmussen,9,5,20,17
natalie mendoza,5,20,25,11
dameon clarke,19,20,17,3,25
jerry mathers,9,19,25
soledad villamil,9,5,20
peter riegert,16
bess armstrong,19,11,8
raquel welch,19,25
traci lords,12,19,5,17,24,11
leila arcieri,12,5,10
clotilde hesme,9,20,24,21
basil rathbone,19,23
june foray,0,1,13,21,10,23
shawna waldron,19,20,25
iben hjejle,12,19,13,20,24,10,25,11
mimi kirkland,5,20,25
tim bagley,15,19
rafe spall,1,19,5,20,24,21,10,25,22
angela jones,5,24
thomas middleditch,19
jean-pierre léaud,19,20
konstantin khabenskiy,13,5,20,21,10
bryce dallas howard,12,9,1,19,5,20,21,10,25,11
elizabeth daily,12,1,19,13,20,21,10,25,11,8,23
gloria votsis,5,24
colin salmon,12,9,5,20,17,24,10,11
christophe cherki,20
denise crosby,24,21
ava acres,20
kelvin taylor,12,20,3,10,22
daniel stewart sherman,0,5,17
richard dysart,24,11
meredith hagner,20,11
mark de alessandro,5,17
billy campbell,0,5,20,17,22
serena grandi,20
claude akins,12,11
melvin van peebles,5,20,17
don mckellar,9,5,20,25,11,8
angus sampson,9,5,24
rodrigo de la serna,3
torey michael adkins,12,20,14,11
william hickey,19,17
grace phipps,19,24
kamil mcfadden,1,13,21,10
zelda rubinstein,5,24,21
melissa altro,1,19,13
ron moody,1,20,23
will oldham,20
mary tsoni,5,20
james gunn,12,19,21,11
fares fares,12,5,20,17
bart shatto,1,20,8
michael bower,15,1,19,25,23
brahmanandam,19,25
ian ziering,12,5,20,17,24,3
bob saget,1,19,17,25
brian o'halloran,19
reba mcentire,19,24,11
kylie minogue,12,1,19,13,5,20,21,10,25,23
alun armstrong,12,5,20,17,24,21,10,25,11
pauline collins,19,20
jason spevack,1,19,21,10
alan ford,12,9,5,20,17,24
alyson stoner,1,19,20,17,10,25,8
stuart margolin,20,25
hector echavarria,12,9,5,10,25
j.j. cohen,19,10,11
andré the giant,1,21,10,25
françois chau,0,20,3,10
david carradine,12,19,5,2,17,20,10,25,14,11
paul daggett,1,16,8
mojgan faramarzi,20
stian smestad,1,10
kevin michael richardson,5,20,17,25
greg d'agostino,0,16,17
john carradine,12,19,20,10,25,11,23
alexandru potocean,20
linda harrison,12,10,11
stanley blystone,1,19,20
michael imperioli,19,5,20,17,21
david arquette,9,1,19,5,20,24,21,10,11,8
bud cort,20,24,3,11
amy lucas,24,21
alisha boe,24
wilford brimley,9,19,5,20,17,24,10,11
tempestt bledsoe,16,5,20,17
ben stein,1,19,21
mare winningham,20,3
linda cardellini,9,1,19,20,17,24,21,10,25
sophie okonedo,0,12,1,19,5,20,17,10,22,11
mark torgl,12,19,24,11
scott levy,12,19,21,10,11
